"EDUID";"Názov";"Ulica";"Obec";"Web stránka";"Druh";"Vyuč.jaz.";"Počet žiakov";"Poč. žiak. dual. vzd.";"Poč.ž.zo soc.znev.prost";"Počet ped.zam.";"Počet odb.zam.";"Počet neped.zam.";"Rozpočet v 2018";"Príspevok zo ŠR";"Dary";"Počet štud.odborov";"GPS1";"GPS2";"Typ zriaďovateľa"
"100000408";"ŠKD pri ZŠ - Bratislava, Železničná";"Železničná 14";"82107 Bratislava-Vrakuňa";"";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"10,3";"0,0";"7,7";"1 010 010 €";"977 109 €";"0 €";"údaj nedostupný";"48,145882";"17,209277";"štátna"
"100000409";"Školská jedáleň pri ZŠ - Bratislava, Žitavská";"Žitavská 1";"82107 Bratislava-Vrakuňa";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,4";"0,0";"5,4";"680 374 €";"662 830 €";"0 €";"údaj nedostupný";"48,141706";"17,210954";"štátna"
"100000410";"ZŠ - Bratislava, Žitavská";"Žitavská 1";"82107 Bratislava-Vrakuňa";"www.zs-zitavska.edupage.org";"Základná škola";"Slovenský";"353";"údaj nedostupný";"0";"23,8";"0,4";"10,9";"680 374 €";"662 830 €";"0 €";"údaj nedostupný";"48,141706";"17,210954";"štátna"
"100000411";"ŠKD pri ZŠ - Bratislava, Žitavská";"Žitavská 1";"82107 Bratislava-Vrakuňa";"www.zs-zitavska.edupage.org";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,4";"0,0";"5,4";"680 374 €";"662 830 €";"0 €";"údaj nedostupný";"48,141706";"17,210954";"štátna"
"100000414";"EP - MŠ pri ZŠ - Bratislava, Cádrova";"Cádrova 15";"83101 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Francúzsky";"85";"údaj nedostupný";"údaj nedostupný";"22,9";"0,0";"14,9";"548 555 €";"476 314 €";"14 323 €";"údaj nedostupný";"48,164088";"17,100311";"štátna"
"100000415";"Školská jedáleň pri MŠ - Bratislava, Cádrova";"Cádrova 15";"83101 Bratislava-Nové Mesto";"www.zscaba.edu.sk";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"22,9";"0,0";"14,9";"548 555 €";"476 314 €";"14 323 €";"údaj nedostupný";"48,164088";"17,100311";"štátna"
"100000416";"Školská jedáleň pri ZŠ - Bratislava, Cádrova";"Cádrova 15";"83101 Bratislava-Nové Mesto";"www.zscaba.edu.sk";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"22,9";"0,0";"14,9";"548 555 €";"476 314 €";"14 323 €";"údaj nedostupný";"48,164088";"17,100311";"štátna"
"100000417";"ZŠ s MŠ - Bratislava, Cádrova";"Cádrova 23";"83101 Bratislava-Nové Mesto";"www.zscaba.edupage.org";"Základná škola";"Slovenský";"385";"údaj nedostupný";"0";"22,0";"0,9";"5,0";"548 555 €";"476 314 €";"14 323 €";"údaj nedostupný";"48,164063";"17,100312";"štátna"
"100000420";"ŠKD pri ZŠ - Bratislava, Cádrova";"Cádrova 23";"83101 Bratislava-Nové Mesto";"";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"22,9";"0,0";"14,9";"548 555 €";"476 314 €";"14 323 €";"údaj nedostupný";"48,164063";"17,100312";"štátna"
"100000426";"Školská jedáleň pri ZŠ - Bratislava, Česká";"Česká 10";"83103 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,0";"0,0";"7,6";"477 964 €";"439 880 €";"7 695 €";"údaj nedostupný";"48,162904";"17,128353";"štátna"
"100000429";"EP-ZUŠ - Bratislava, Česká";"Česká 10";"83103 Bratislava-Nové Mesto";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"35,7";"0,0";"3,4";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,162904";"17,128353";"štátna"
"100000431";"ZŠ s MŠ - Bratislava, Česká";"Česká 10";"83103 Bratislava-Nové Mesto";"www.zsceska.sk";"Základná škola";"Slovenský";"302";"údaj nedostupný";"3";"19,3";"0,0";"3,5";"477 964 €";"439 880 €";"7 695 €";"údaj nedostupný";"48,162904";"17,128353";"štátna"
"100000432";"ŠKD pri ZŠ - Bratislava, Česká";"Česká 10";"83103 Bratislava-Nové Mesto";"www.zsceska.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,0";"0,0";"7,6";"477 964 €";"439 880 €";"7 695 €";"údaj nedostupný";"48,162904";"17,128353";"štátna"
"100000439";"Základná umelecká škola - Bratislava, Hálkova";"Hálkova 56";"83103 Bratislava-Nové Mesto";"";"Základná umelecká škola";"Slovenský";"670";"údaj nedostupný";"údaj nedostupný";"35,7";"0,0";"3,4";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,173601";"17,135661";"štátna"
"100000440";"SŠ - ŠKD ZŠ sluch.post. - Bratislava, Hrdličkova";"Hrdličkova 17";"83320 Bratislava-Nové Mesto";"";"Školský klub detí pri ŠpŠ";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"29,4";"4,4";"35,4";"1 716 990 €";"1 519 070 €";"8 758 €";"údaj nedostupný";"48,169553";"17,083474";"štátna"
"100000441";"SŠ - šk.internát - Bratislava, Hrdličkova";"Hrdličkova 17";"83320 Bratislava-Nové Mesto";"www.zsihrdlickovaba.edu.sk";"Školský internát pri ŠpŠ";"Nesleduje sa";"49";"údaj nedostupný";"údaj nedostupný";"29,4";"4,4";"35,4";"1 716 990 €";"1 519 070 €";"8 758 €";"údaj nedostupný";"48,169553";"17,083474";"štátna"
"100000442";"SŠ - ŠMŠ sluch.post.i. - Bratislava, Hrdličkova";"Hrdličkova 17";"83101 Bratislava-Nové Mesto";"www.zsihrdlickovaba.edu.sk";"ŠMŠ pre sluchovo postihn.int.";"Slovenský";"70";"údaj nedostupný";"údaj nedostupný";"29,4";"4,4";"35,4";"1 716 990 €";"1 519 070 €";"8 758 €";"údaj nedostupný";"48,169553";"17,083474";"štátna"
"100000443";"SŠ - ZŠ nar.kom.schop.i - Bratislava, Hrdličkova";"Hrdličkova 17";"83320 Bratislava-Nové Mesto";"www.zsihrdlickovaba.edu.sk";"ZŠ pre žiakov s naruš.komun.i.";"Slovenský";"56";"údaj nedostupný";"údaj nedostupný";"49,3";"0,0";"13,0";"1 716 990 €";"1 519 070 €";"8 758 €";"údaj nedostupný";"48,169553";"17,083474";"štátna"
"100000444";"SŠ - CŠPP - Bratislava, Hrdličkova";"Hrdličkova 17";"83101 Bratislava-Nové Mesto";"www.zsihrdlickovaba.edu.sk";"Centrum špec.-pedag. poraden.";"Nesleduje sa";"377";"údaj nedostupný";"údaj nedostupný";"29,4";"4,4";"35,4";"1 716 990 €";"1 519 070 €";"8 758 €";"údaj nedostupný";"48,169553";"17,083474";"štátna"
"100000445";"SŠ - Šk. jedáleň - Bratislava, Hrdličkova";"Hrdličkova 17";"83320 Bratislava-Nové Mesto";"www.zsihrdlickovaba.edu.sk";"Škol. jedáleň/výdaj. ŠJ pri ŠI";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"29,4";"4,4";"35,4";"1 716 990 €";"1 519 070 €";"8 758 €";"údaj nedostupný";"48,169553";"17,083474";"štátna"
"100000446";"SŠ - ŠZŠ pre sl.p.i. - Bratislava, Hrdličkova";"Hrdličkova 17";"83101 Bratislava-Nové Mesto";"www.zsihrdlickovaba.edu.sk";"ŠZŠ pre sluchovo postihn.int.";"Slovenský";"14";"údaj nedostupný";"údaj nedostupný";"49,3";"0,0";"13,0";"1 716 990 €";"1 519 070 €";"8 758 €";"údaj nedostupný";"48,169553";"17,083474";"štátna"
"100000447";"SŠ - ZŠ sluch.pos.-int. - Bratislava, Hrdličkova";"Hrdličkova 17";"83320 Bratislava-Nové Mesto";"www.zsihrdlickovaba.edu.sk";"ZŠ pre sluchovo postihnutých i";"Slovenský";"32";"údaj nedostupný";"údaj nedostupný";"49,3";"0,0";"13,0";"1 716 990 €";"1 519 070 €";"8 758 €";"údaj nedostupný";"48,169553";"17,083474";"štátna"
"100000448";"ZŠ pri LVS - Bratislava, Hrdličkova";"Hrdličkova 21";"83101 Bratislava-Nové Mesto";"www.lvsba.sk";"ZŠ pri špec.výchovn.zariadení";"Slovenský";"32";"údaj nedostupný";"údaj nedostupný";"5,2";"0,0";"0,0";"512 933 €";"489 428 €";"530 €";"údaj nedostupný";"48,169267";"17,084299";"štátna"
"100000449";"Liečeb.-vých.sanatórium - Bratislava, Hrdličkova";"Hrdličkova 21";"83101 Bratislava-Nové Mesto";"www.lvsba.sk";"Liečebno-vých.sanatórium";"Nesleduje sa";"32";"údaj nedostupný";"údaj nedostupný";"6,9";"4,4";"11,3";"512 933 €";"489 428 €";"530 €";"údaj nedostupný";"48,169267";"17,084299";"štátna"
"100000450";"Školská jedáleň pri LVS - Bratislava, Hrdličkova";"Hrdličkova 21";"83101 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ŠI";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"6,9";"4,4";"11,3";"512 933 €";"489 428 €";"530 €";"údaj nedostupný";"48,169267";"17,084299";"štátna"
"100000451";"Školská jedáleň pri ZŠ - Bratislava, Jeséniova";"Jeséniova 54";"83101 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"18,5";"0,0";"13,2";"554 754 €";"499 345 €";"1 420 €";"údaj nedostupný";"48,171328";"17,102731";"štátna"
"100000452";"ZŠ s MŠ - Bratislava, Jeséniova";"Jeséniova 54";"83101 Bratislava-Nové Mesto";"www.zsjeseniovaba.edu.sk";"Základná škola";"Slovenský";"348";"údaj nedostupný";"0";"20,3";"0,7";"5,7";"554 754 €";"499 345 €";"1 420 €";"údaj nedostupný";"48,171328";"17,102731";"štátna"
"100000453";"ŠKD pri ZŠ - Bratislava, Jeséniova";"Jeséniova 54";"83101 Bratislava-Nové Mesto";"www.zsjeseniovaba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"18,5";"0,0";"13,2";"554 754 €";"499 345 €";"1 420 €";"údaj nedostupný";"48,171328";"17,102731";"štátna"
"100000454";"Školská jedáleň pri MŠ - Bratislava, Jeséniova";"Jeséniova 61";"83101 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"18,5";"0,0";"13,2";"554 754 €";"499 345 €";"1 420 €";"údaj nedostupný";"48,171032";"17,101455";"štátna"
"100000455";"EP - MŠ pri ZŠ - Bratislava, Jeséniova";"Jeséniova 61";"83101 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Slovenský";"140";"údaj nedostupný";"údaj nedostupný";"18,5";"0,0";"13,2";"554 754 €";"499 345 €";"1 420 €";"údaj nedostupný";"48,171032";"17,101455";"štátna"
"100000456";"ŠKD pri ZŠ s MŠ - Bratislava, Kalinčiakova";"Kalinčiakova 12";"83104 Bratislava-Nové Mesto";"www.skolakalina.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,8";"0,0";"8,4";"615 192 €";"498 598 €";"2 203 €";"údaj nedostupný";"48,162025";"17,137835";"štátna"
"100000457";"Školská jedáleň pri ZŠ - Bratislava, Kalinčiakova";"Kalinčiakova 12";"83104 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"11,8";"0,0";"8,4";"615 192 €";"498 598 €";"2 203 €";"údaj nedostupný";"48,162025";"17,137835";"štátna"
"100000462";"EP - MŠ pri ZŠ - Bratislava, Legerského";"Legerského 18";"83102 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Slovenský";"87";"údaj nedostupný";"údaj nedostupný";"30,3";"0,0";"21,4";"619 552 €";"515 418 €";"12 268 €";"údaj nedostupný";"48,165551";"17,121923";"štátna"
"100000463";"Školská jedáleň pri MŠ - Bratislava, Legerského";"Legerského 18";"83102 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"30,3";"0,0";"21,4";"619 552 €";"515 418 €";"12 268 €";"údaj nedostupný";"48,165551";"17,121923";"štátna"
"100000464";"Školská jedáleň pri MŠ - Bratislava, Letná";"Letná 7";"83103 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"23,6";"0,0";"10,5";"537 771 €";"426 334 €";"1 828 €";"údaj nedostupný";"48,171205";"17,131234";"štátna"
"100000465";"EP - MŠ pri ZŠ - Bratislava, Letná";"Letná 7";"83103 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Slovenský";"119";"údaj nedostupný";"údaj nedostupný";"23,6";"0,0";"10,5";"537 771 €";"426 334 €";"1 828 €";"údaj nedostupný";"48,171205";"17,131234";"štátna"
"100000466";"ZŠ pri DFN - Bratislava, Limbová";"Limbová 1";"83340 Bratislava-Nové Mesto";"www.dfnsp.sk/skola/";"ZŠ pri zdravotníckom zariadení";"Slovenský";"258";"údaj nedostupný";"údaj nedostupný";"26,7";"0,0";"2,7";"1 051 960 €";"1 041 570 €";"4 921 €";"údaj nedostupný";"48,167235";"17,090478";"štátna"
"100000467";"ŠKD pri ZŠ DFN - Bratislava, Limbová";"Limbová 1";"83340 Bratislava-Nové Mesto";"";"Školský klub detí pri zdr. z.";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"19,6";"0,0";"0,0";"1 051 960 €";"1 041 570 €";"4 921 €";"údaj nedostupný";"48,167235";"17,090478";"štátna"
"100000468";"Materská škola pri DFN - Bratislava, Limbová";"Limbová 1";"83340 Bratislava-Nové Mesto";"";"ŠMŠ pri zdravotníc. zariadení";"Slovenský";"165";"údaj nedostupný";"údaj nedostupný";"25,6";"0,0";"1,5";"600 397 €";"595 770 €";"4 627 €";"údaj nedostupný";"48,167235";"17,090478";"štátna"
"100000469";"EP - ZŠ pri ZZ - Bratislava, Limbová";"Limbová 5";"83340 Bratislava-Nové Mesto";"";"ZŠ pri zdravotníckom zariadení";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"26,7";"0,0";"2,7";"1 051 960 €";"1 041 570 €";"4 921 €";"údaj nedostupný";"48,167533";"17,087803";"štátna"
"100000470";"EP - MŠ pri ZZ - Bratislava, Limbová";"Limbová 5";"83340 Bratislava-Nové Mesto";"";"ŠMŠ pri zdravotníc. zariadení";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"25,6";"0,0";"1,5";"600 397 €";"595 770 €";"4 627 €";"údaj nedostupný";"48,167533";"17,087803";"štátna"
"100000471";"HA - Bratislava, Mikovíniho";"Mikovíniho 1";"83102 Bratislava-Nové Mesto";"www.zha.sk";"Hotelová akadémia";"Slovenský";"562";"15";"údaj nedostupný";"61,1";"0,0";"11,6";"1 490 420 €";"1 454 200 €";"0 €";"5";"48,159935";"17,118051";"štátna"
"100000472";"Školská jedáleň pri HA - Bratislava, Mikovíniho";"Mikovíniho 1";"83102 Bratislava-Nové Mesto";"www.zha.sk";"Škol. jedáleň/výdaj. ŠJ pri SŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"0,0";"0,0";"2,0";"1 490 420 €";"1 454 200 €";"0 €";"údaj nedostupný";"48,159935";"17,118051";"štátna"
"100000474";"EP - MŠ pri ZŠ - Bratislava, Na Revíne";"Na Revíne 14";"83101 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Slovenský";"91";"údaj nedostupný";"údaj nedostupný";"22,9";"0,0";"14,9";"548 555 €";"476 314 €";"14 323 €";"údaj nedostupný";"48,167785";"17,095752";"štátna"
"100000475";"Školská jedáleň pri MŠ - Bratislava, Na Revíne";"Na Revíne 14";"83101 Bratislava-Nové Mesto";"www.zscaba.sk";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"22,9";"0,0";"14,9";"548 555 €";"476 314 €";"14 323 €";"údaj nedostupný";"48,167785";"17,095752";"štátna"
"100000476";"ZŠ s MŠ - Bratislava, Odborárska";"Odborárska 2";"83102 Bratislava-Nové Mesto";"www.zsodborba.edu.sk";"Základná škola";"Slovenský";"296";"údaj nedostupný";"2";"20,8";"0,0";"4,0";"439 548 €";"406 898 €";"2 078 €";"údaj nedostupný";"48,181461";"17,133394";"štátna"
"100000477";"Materská škola pri ZŠ - Bratislava, Odborárska";"Odborárska 2";"83102 Bratislava-Nové Mesto";"www.zsodborba.edu.sk";"MŠ pri základnej škole";"Slovenský";"86";"údaj nedostupný";"údaj nedostupný";"13,2";"0,0";"7,2";"439 548 €";"406 898 €";"2 078 €";"údaj nedostupný";"48,181461";"17,133394";"štátna"
"100000478";"Školská jedáleň pri ZŠ - Bratislava, Odborárska";"Odborárska 2";"83102 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"13,2";"0,0";"7,2";"439 548 €";"406 898 €";"2 078 €";"údaj nedostupný";"48,181461";"17,133394";"štátna"
"100000479";"ŠKD pri ZŠ - Bratislava, Odborárska";"Odborárska 2";"83102 Bratislava-Nové Mesto";"www.zsodborba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"13,2";"0,0";"7,2";"439 548 €";"406 898 €";"2 078 €";"údaj nedostupný";"48,181461";"17,133394";"štátna"
"100000480";"EP-ZUŠ - Bratislava, Odborárska";"Odborárska 2";"83102 Bratislava-Nové Mesto";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"56,1";"0,0";"3,4";"1 171 €";"0 €";"0 €";"údaj nedostupný";"48,181461";"17,133394";"štátna"
"100000481";"Školská jedáleň pri MŠ - Bratislava, Osadná";"Osadná 5";"83103 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,0";"0,0";"7,6";"477 964 €";"439 880 €";"7 695 €";"údaj nedostupný";"48,162293";"17,130098";"štátna"
"100000482";"EP - MŠ pri ZŠ - Bratislava, Osadná";"Osadná 5";"83103 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Slovenský";"38";"údaj nedostupný";"údaj nedostupný";"15,0";"0,0";"7,6";"477 964 €";"439 880 €";"7 695 €";"údaj nedostupný";"48,162293";"17,130098";"štátna"
"100000483";"EP - CVČ - Bratislava, Osadná";"Osadná 5";"83103 Bratislava-Nové Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,0";"0,0";"10,6";"3 513 €";"0 €";"0 €";"údaj nedostupný";"48,162293";"17,130098";"štátna"
"100000484";"EP-CVČ - Bratislava, Pionierska";"Pionierska";"83102 Bratislava-Nové Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,0";"0,0";"10,6";"3 513 €";"0 €";"0 €";"údaj nedostupný";"48,166390";"17,121650";"štátna"
"100000485";"EP - MŠ pri ZŠ - Bratislava, Pionierska 12/A";"Pionierska 12/A";"83102 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Slovenský";"84";"údaj nedostupný";"údaj nedostupný";"30,3";"0,0";"21,4";"619 552 €";"515 418 €";"12 268 €";"údaj nedostupný";"48,162969";"17,119052";"štátna"
"100000486";"SOŠ beauty služieb - Bratislava, Račianska";"Račianska 105";"83102 Bratislava-Nové Mesto";"www.sosracianska.sk";"Stredná odborná škola";"Slovenský";"270";"4";"údaj nedostupný";"26,6";"0,0";"8,5";"707 065 €";"681 849 €";"0 €";"4";"48,179055";"17,126463";"štátna"
"100000487";"Školská jedáleň pri SOŠ - Bratislava, Račianska";"Račianska 105";"83102 Bratislava-Nové Mesto";"www.sosracianska.sk";"Škol. jedáleň/výdaj. ŠJ pri ŠI";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"0,0";"0,0";"3,6";"707 065 €";"681 849 €";"0 €";"údaj nedostupný";"48,179055";"17,126463";"štátna"
"100000488";"OA - Bratislava, Račianska";"Račianska 107";"83102 Bratislava-Nové Mesto";"www.oarba.edupage.org";"Obchodná akadémia";"Slovenský";"316";"30";"údaj nedostupný";"24,7";"0,0";"10,4";"727 670 €";"668 403 €";"0 €";"2";"48,179255";"17,127793";"štátna"
"100000490";"SOŠ polygrafická - Bratislava, Račianska";"Račianska 190";"83526 Bratislava-Nové Mesto";"www.polygraficka.sk";"Stredná odborná škola";"Slovenský";"385";"údaj nedostupný";"údaj nedostupný";"38,6";"0,0";"19,6";"1 279 060 €";"993 882 €";"21 213 €";"6";"48,201184";"17,149508";"štátna"
"100000491";"Školská jedáleň DM SOŠP - Bratislava, Račianska";"Račianska 190";"83526 Bratislava-Nové Mesto";"www.polygraficka.sk";"Škol. jedáleň/výdaj. ŠJ pri ŠI";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"3,9";"0,0";"5,8";"1 279 060 €";"993 882 €";"21 213 €";"údaj nedostupný";"48,201184";"17,149508";"štátna"
"100000492";"Škol. inter. SOŠ polyg. - Bratislava, Račianska";"Račianska 190";"83526 Bratislava-Nové Mesto";"www.polygraficka.sk";"Školský internát";"Nesleduje sa";"73";"údaj nedostupný";"údaj nedostupný";"3,9";"0,0";"5,8";"1 279 060 €";"993 882 €";"21 213 €";"údaj nedostupný";"48,201184";"17,149508";"štátna"
"100000495";"Školská jedáleň pri MŠ - Bratislava, Rešetkova";"Rešetkova 6";"83103 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,0";"0,0";"7,6";"477 964 €";"439 880 €";"7 695 €";"údaj nedostupný";"48,163919";"17,130335";"štátna"
"100000496";"EP - MŠ pri ZŠ - Bratislava, Rešetkova";"Rešetkova 6";"83103 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Slovenský";"55";"údaj nedostupný";"údaj nedostupný";"15,0";"0,0";"7,6";"477 964 €";"439 880 €";"7 695 €";"údaj nedostupný";"48,163919";"17,130335";"štátna"
"100000497";"ZŠ s MŠ - Bratislava, Riazanská";"Riazanská 75";"83103 Bratislava-Nové Mesto";"www.zsriazanska.sk";"Základná škola";"Slovenský";"301";"údaj nedostupný";"0";"19,3";"0,4";"4,1";"537 771 €";"426 334 €";"1 828 €";"údaj nedostupný";"48,172243";"17,131827";"štátna"
"100000500";"ŠKD pri ZŠ - Bratislava, Riazanská";"Riazanská 75";"83103 Bratislava-Nové Mesto";"www.zsriazanska.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"23,6";"0,0";"10,5";"537 771 €";"426 334 €";"1 828 €";"údaj nedostupný";"48,172243";"17,131827";"štátna"
"100000501";"Školská jedáleň pri ZŠ - Bratislava, Riazanská";"Riazanská 75";"83103 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"23,6";"0,0";"10,5";"537 771 €";"426 334 €";"1 828 €";"údaj nedostupný";"48,172243";"17,131827";"štátna"
"100000502";"ŠKD pri ZŠ - Bratislava, Sibírska";"Sibírska 39";"83102 Bratislava-Nové Mesto";"www.sibirska.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"30,3";"0,0";"21,4";"619 552 €";"515 418 €";"12 268 €";"údaj nedostupný";"48,164487";"17,122021";"štátna"
"100000503";"Školská jedáleň pri ZŠ - Bratislava, Sibírska";"Sibírska 39";"83102 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"30,3";"0,0";"21,4";"619 552 €";"515 418 €";"12 268 €";"údaj nedostupný";"48,164487";"17,122021";"štátna"
"100000504";"ZŠ s MŠ - Bratislava, Sibírska";"Sibírska 39";"83102 Bratislava-Nové Mesto";"www.sibirska.sk";"Základná škola";"Slovenský";"353";"údaj nedostupný";"0";"22,7";"0,3";"6,8";"619 552 €";"515 418 €";"12 268 €";"údaj nedostupný";"48,164487";"17,122021";"štátna"
"100000505";"Gymn. pre nadané deti - Bratislava, Skalická";"Skalická 1";"83102 Bratislava-Nové Mesto";"www.smnd.sk";"Gymnázium pre nadaných žiakov";"Slovenský";"450";"údaj nedostupný";"údaj nedostupný";"62,4";"2,9";"11,7";"1 927 130 €";"1 877 930 €";"0 €";"1";"48,174249";"17,125114";"štátna"
"100000506";"EP-ZUŠ - Bratislava, Šancová";"Šancová 39";"83104 Bratislava-Nové Mesto";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"32,7";"0,0";"4,6";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"48,158493";"17,122746";"štátna"
"100000507";"EP - MŠ pri ZŠ - Bratislava, Šancová";"Šancová 65";"83104 Bratislava-Nové Mesto";"";"MŠ pri základnej škole";"Slovenský";"88";"údaj nedostupný";"údaj nedostupný";"22,1";"0,0";"13,5";"1 420 010 €";"1 301 260 €";"14 967 €";"údaj nedostupný";"48,158909";"17,122782";"štátna"
"100000509";"Školská jedáleň pri MŠ - Bratislava, Šancová";"Šancová 65";"83104 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"22,1";"0,0";"13,5";"1 420 010 €";"1 301 260 €";"14 967 €";"údaj nedostupný";"48,158909";"17,122782";"štátna"
"100000510";"Školská jedáleň pri MŠ - Bratislava, Šuňavcova";"Šuňavcova 13";"83102 Bratislava-Nové Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"30,3";"0,0";"21,4";"619 552 €";"515 418 €";"12 268 €";"údaj nedostupný";"48,163884";"17,120341";"štátna"
"100000511";"EP - CVČ - Bratislava, Šuňavcova";"Šuňavcova 13";"83102 Bratislava-Nové Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,0";"0,0";"10,6";"3 513 €";"0 €";"0 €";"údaj nedostupný";"48,163884";"17,120341";"štátna"
